Order,Member,SKU,Created On,Description,Member's Gender,Member's Membership Level,Member's Purchase History,Order Value,Payment Method,Order Status,Masked Credit Card Number,Masked  Member's Email,Masked  Member's Phone Number,Masked  Member's Full Name,Masked  Member's Address,Masked Delivery Address,Age Group
7453071,M64379,"7753739, 15668478, 7586502, 15668465, 7587691, 7587495, 15668455, 15669830, 93009339, 7587658, 7629391, 15670251",24-08-2013,"Health Drinks, Banana, Chips, Root Vegetables, Organic Masalas & Spices, Organic Pulses & Pulses, Brinjals, Other Rice Products, Organic Flours, Organic Salt,Sugar & Jaggery, Glucose, Marie & Milk Biscuits, Organic F&V",Male,Bronze,7,778,Cash,Pending,1.77415E+15,**********way@example.net,***-***-***-6728,Justin ******,"3199 Smith Prairie Apt. 008, *********, ********","7347 Velazquez Court, ****************, ********",100+
7453340,M55932,"34986330, 15670251, 15668457, 7580823",23-08-2013,"Raw Rice, Organic F&V, Brinjals, Sunflower Oils",Male,Bronze,6,354,Cash,Shipped,3.5329E+15,*********ure@example.com,***.***.****x*1818,William *****,"5314 Jones Villages, ***************, ********","438 Garcia Drive, **************, ********",100+
7453672,M54619,"92380489, 34986135, 7632452, 15669764, 15670251, 15669765, 15668474, 15668378, 15669961",23-08-2013,"Vermicelli, Whole Spices, Liquid Detergent, Besan, Organic F&V, Urad Dal, Beans, Other Vegetables, Other Dry Fruits",Female,Gold,8,707,Cash,Pending,2.71707E+15,******ith@example.com,***-***-***-2435,Robert ******,"7398 Griffin Junctions Apt. 586, **********, ********","86822 Jones Plains Apt. 356, *********, ********",80-99
7453680,M99030,"15668379, 15668453, 15669870, 15668468, 15668475, 15668460, 15669884, 15668688, 15669764",23-08-2013,"Other Vegetables, Brinjals, Millet flour, Beans, Beans, Gourd & Cucumber, Whole Spices, Root Vegetables, Besan",Female,Bronze,6,567,Credit Card,Shipped,2.66997E+15,*****ill@example.net,***.***.****x545,Jill ******,"6323 Frank Highway Apt. 733, ***************, ********","0854 Shaffer Hollow Suite 148, ***********, ********",0-19
7453751,M27871,"7572254, 15670252, 15670196, 7752915, 15668688, 15669878, 15668453, 15670250, 15668480, 15668378, 15670251",24-08-2013,"Cooking Sauce, Organic F&V, Organic F&V, Health Supplements, Root Vegetables, Kidney Beans, Brinjals, Organic F&V, Bread, Other Vegetables, Organic F&V",Female,Bronze,7,809,PayPal,Delivered,4.98275E+15,***********fer@example.net,(***)***-****x713,Christina ******,"593 Frederick Cliffs, ***************, ********","PSC 7275, ********, ************",20-39
7453765,M50767,"15668520, 7627728, 7629390, 15670251, 7570487, 15668468, 15669860, 15669858, 34986119",24-08-2013,"Bread, Containers, Glucose, Marie & Milk Biscuits, Organic F&V, Shaving Blade & Razors, Beans, Moong Dal, Boiled Rice, Whole Spices",Male,Bronze,0,826,Cash,Pending,1.55317E+15,*******uez@example.net,***-***-****x*8583,Regina ******,"80977 Kristina Streets, **************, ********","USS Poole, ************",100+
7454023,M78720,"15669798, 15669806, 15668381, 7624788, 15670251, 15668379, 34986404, 15668520, 15668375, 15668478, 7753738, 34987740, 7617882",24-08-2013,"Raisins, Cashews, Other Vegetables, Ghee, Organic F&V, Other Vegetables, Milk Drinks, Bread, Root Vegetables, Banana, Health Drinks, Tissue Paper & Napkins, Ready Mix",Female,Silver,10,721,Cash,Shipped,9.95194E+15,**********gan@example.com,***.***.****x*9501,Eric ****,"21612 Mosley Throughway, *************, ********","07935 Casey Mission, **************, ********",100+
7454191,M86304,"15668460, 7704153, 15668378",24-08-2013,"Gourd & Cucumber, Mosquito Repellent, Other Vegetables",Female,Gold,9,327,Cash,Shipped,8.36168E+15,************iel@example.com,***-***-****x486,Richard ******,"1153 Juarez Island, ************, ********","2561 Rubio Trafficway Suite 283, **************, ********",0-19
7454223,M31101,"15670251, 15670245, 29247171, 34987110, 15670242",24-08-2013,"Organic F&V, Organic F&V, Whole Spices, Curd, Organic F&V",Male,Bronze,2,563,Credit Card,Shipped,8.41118E+15,*******ant@example.net,***-***-***-8492,Hayley ****,"585 Kaitlyn Stravenue, ***********, ********","1121 Olson Flats Suite 721, **************, ********",60-79
7454299,M37253,"7569799, 15668478, 15668469, 7586526, 92380489, 15670270, 15668684, 7718555, 15669861, 7623116, 15668451, 15669864, 15668465",24-08-2013,"Snacks, Banana, Beans, Snacky Nuts, Vermicelli, Other Pulses, Beans, Other Oils, Raw Peanuts, Liquid Soaps & Bars, Brinjals, Other Pulses, Root Vegetables",Female,Bronze,2,523,Cash,Delivered,6.18892E+15,****ler@example.com,+*-***-***-****x1932,Alice *******,"9625 Seth Court Apt. 442, ***********, ********","2539 Jeffrey Freeway, ***********, ********",40-59
7454353,M33064,"15668468, 92887544, 7578351, 15668688, 15668463, 15668471, 15668466, 15668476, 15668451, 15668379, 7578355, 15668460",24-08-2013,"Beans, Other Sauces, Chinese Noodles, Root Vegetables, Gourd & Cucumber, Beans, Root Vegetables, Exotic Vegetables, Brinjals, Other Vegetables, Chinese Noodles, Gourd & Cucumber",Male,Silver,9,220,PayPal,Pending,6.32186E+15,******y61@example.com,+*-***-***-****x6063,Ronald *******,"67442 Wolfe Parkways Apt. 205, *************, ********","9953 Nathaniel Isle, ***********, ********",80-99
7454812,M35649,"15669799, 15669983, 15670162, 15670250, 34986470, 15668688",24-08-2013,"Raisins, Other Dry Fruits, Organic F&V, Organic F&V, Face Cream, Root Vegetables",Female,Silver,2,495,PayPal,Pending,4.94284E+15,***********nis@example.net,***.***.0907,Brian ********,"564 Butler Shoals Suite 571, *************, ********","13548 Carter Circles Apt. 008, ***************, ********",60-79
7454911,M46575,"15668378, 15668688, 15668451, 15668381, 15668467, 7572432, 15668462, 34986439, 15669764, 15668460, 15668521",25-08-2013,"Other Vegetables, Root Vegetables, Brinjals, Other Vegetables, Beans, Cooking Paste, Gourd & Cucumber, Face Wash, Besan, Gourd & Cucumber, Bread",Male,Gold,0,264,Credit Card,Shipped,9.93771E+15,**ing@example.net,***.***.2581,Jenny *****,"2070 Higgins Row, **********, ********","Unit 0691 Box 8605, ************",60-79
7455062,M36366,"7586314, 7586497, 15669976, 15669824, 15668469, 15668688, 15669861, 7593949, 15668455, 15669783, 7610717, 7569799, 34986328, 15669808",25-08-2013,"Snacky Nuts, Snacks, Almonds, Raw Rice, Beans, Root Vegetables, Raw Peanuts, Cream Biscuits, Brinjals, Millet flour, Chips, Snacks, Kidney Beans, Other Dry Fruits",Female,Gold,8,359,Credit Card,Pending,8.26404E+15,****son@example.net,******7397,Dana *******,"0433 Bryant Drive Suite 735, **********, ********","5288 Daniel Cliffs, **********, ********",20-39
7455215,M04158,15668688,25-08-2013,Root Vegetables,Male,Gold,6,853,Cash,Shipped,4.0707E+15,*******vin@example.net,***-***-9453,Russell *******,"891 Randy Brook, **********, ********","2344 Salazar Key Apt. 079, *********, ********",20-39
7455257,M86572,"15668462, 15668377, 15668379, 15668468",24-08-2013,"Gourd & Cucumber, Root Vegetables, Other Vegetables, Beans",Male,Silver,4,104,Credit Card,Shipped,1.48618E+15,********son@example.com,***-***-***-****x848,Mr. ******,"057 Jennifer Mountain, ***********, ********","232 Fleming Shores, **********, ********",80-99
7455293,M16611,"7629045, 15669885, 15668494, 15668379, 15668477",24-08-2013,"Veg & Fruit, Moong Dal, Exotic Vegetables, Other Vegetables, Exotic Vegetables",Female,Silver,8,984,Credit Card,Shipped,7.98715E+15,********tin@example.com,******4184,Lauren *******,"USS Patterson, ************","Unit 0936 Box 2141, ************",40-59
7455334,M27871,15668460,24-08-2013,Gourd & Cucumber,Male,Silver,5,815,PayPal,Delivered,2.6861E+15,************ery@example.org,***-***-***-****x*7743,Mia ******,"7449 Forbes Valley, ****************, ********","8367 Evans Garden, ***********, ********",0-19
7455364,M91098,"21408952, 15669861, 15669783, 15669760, 15669824, 15669790, 15669775, 15669823, 15669815, 15669863, 15669821, 15669785, 15668467, 15669771, 7572251, 15668375, 7572430",24-08-2013,"Whole Spices, Raw Peanuts, Millet flour, Whole Spices, Raw Rice, Other Rice Products, Millet flour, Whole Spices, Jaggery, Moong Dal, Whole Spices, Boiled Rice, Beans, Maida, Cooking Paste, Root Vegetables, Cooking Paste",Male,Silver,7,911,Credit Card,Pending,4.82597E+15,******d64@example.net,***-***-***-****x6813,Daniel ********,"91320 William Locks Suite 224, *************, ********","209 James Streets, ***********, ********",0-19
7455915,M16218,"15668453, 93289487, 15668416, 15668462, 15669789, 15668469",25-08-2013,"Brinjals, Phenyles & Acids, Banana, Gourd & Cucumber, Boiled Rice, Beans",Female,Bronze,0,103,Credit Card,Delivered,9.16251E+15,*****son@example.com,***-***-***-****x*4692,Deanna *****,"089 Stanley Viaduct, ********, ********","68030 Lauren Cliff Apt. 189, *****************, ********",60-79
7456135,M48101,"7572254, 15669772, 15669780, 7580971, 93141023, 15668379, 15668688, 7588752, 93156751, 15669868, 7573410, 7569803",25-08-2013,"Cooking Sauce, Other Pulses, Sugar, Ready Baking Mixes, Yogurt & Lassi, Other Vegetables, Root Vegetables, Hair Oil, Ground Coffee, Other Pulses, Mango Juices, Snacks",Male,Silver,1,514,Credit Card,Shipped,2.82419E+15,*******dez@example.org,***-***-****x*0765,Marie *****,"59109 Cross Summit, ***********, ********","3838 Christopher Grove, ********, ********",40-59
7456166,M39021,"7580802, 15668480, 15668377, 7572300, 15668521, 15668472, 15668458, 15668379, 7578347",25-08-2013,"Sunflower Oils, Bread, Root Vegetables, Snacks, Bread, Beans, Brinjals, Other Vegetables, Chilli & Soya Sauces",Male,Silver,9,712,Credit Card,Shipped,3.53455E+15,********van@example.net,******0999,Erin ********,"217 Ferguson Loaf Suite 567, *************, ********","191 Shawna Plains Suite 339, ************, ********",40-59
7456274,M90375,"15669863, 34987110, 93114343, 15668379, 7608483",25-08-2013,"Moong Dal, Curd, Liquid Soaps & Bars, Other Vegetables, Shaving Cream, Foam & Gels",Male,Bronze,3,16,Credit Card,Delivered,6.99389E+15,**ios@example.net,***.***.9434,Rachel ***,"7681 Victoria Port, *********, ********","USNV Cross, ************",100+
7456921,M52629,"7625825, 7587665, 15668520, 7735524, 7585571, 15668457, 7585573",26-08-2013,"Health Drinks, Organic Masalas & Spices, Bread, Pasta & Noodles, Cakes, Brinjals, Cakes",Female,Bronze,7,528,PayPal,Pending,2.24211E+15,*****ran@example.net,(***)***-****x5964,Casey *****,"USNS Joseph, ************","575 Barbara Islands, **********, ********",80-99
7456928,M63404,"15668469, 15668477, 15668462, 15668457, 15668379, 15668460",26-08-2013,"Beans, Exotic Vegetables, Gourd & Cucumber, Brinjals, Other Vegetables, Gourd & Cucumber",Female,Gold,3,274,Cash,Pending,3.69106E+15,****************son@example.com,******9103,Alice ***,"949 Lucas Way, **********, ********","591 Chad Freeway Apt. 855, ********, ********",40-59
7457093,M47229,"15668688, 7729965, 7580823, 7587656, 15668416, 15668470, 15669880, 34986125, 15669861, 15668453, 15668467, 15668379, 15669810, 15668473, 15668520, 15670157, 15669789",26-08-2013,"Root Vegetables, Sunflower Oils, Sunflower Oils, Organic Rice & Rice Products, Banana, Beans, Millet flour, Whole Spices, Raw Peanuts, Brinjals, Beans, Other Vegetables, Almonds, Beans, Bread, Organic F&V, Boiled Rice",Female,Silver,0,265,Credit Card,Shipped,6.64665E+15,********amy@example.com,+*-***-***-****x934,Amy *******,"384 Olson Loaf Apt. 391, ************, ********","800 Louis Stream, ***********, ********",100+
7457341,M82651,"15668381, 15668467, 15668375, 7625765, 15668379",25-08-2013,"Other Vegetables, Beans, Root Vegetables, Sunflower Oils, Other Vegetables",Male,Gold,9,122,Credit Card,Delivered,6.24261E+15,*****e37@example.com,+*-***-***-****x*1208,Kyle ******,"18988 Steven Pines Suite 119, ************, ********","55782 Stephen Fort Apt. 328, ***********, ********",60-79
7457526,M36432,"7547224, 15669880, 15668460, 7737279, 15668457, 15668381, 7573406, 15669872",25-08-2013,"Home & Air Freshener, Millet flour, Gourd & Cucumber, Shaving Cream, Foam & Gels, Brinjals, Other Vegetables, Liquid Soaps & Bars,Flat Rice",Male,Bronze,7,510,Credit Card,Shipped,1.92357E+15,********ran@example.net,***-***-***-****x534,Kathryn ********,"Unit 9036 Box 5640, ************","81738 Rachel Vista, ********, ********",0-19
7457536,M38622,"15668476, 7587670, 7587687, 15670251, 7543295, 7587691, 7587661, 15668449, 15668458, 15669834, 7587688, 15670252, 15669816",26-08-2013,"Exotic Vegetables, Organic Masalas & Spices, Organic Masalas & Spices, Organic F&V, Organic Masalas & Spices, Organic Masalas & Spices, Organic Pulses & Pulses, Exotic Vegetables, Brinjals, Raw Rice, Organic Masalas & Spices, Organic F&V, Other Pulses",Male,Bronze,9,337,PayPal,Shipped,9.08061E+15,******nez@example.net,***.***.****x0044,Kristopher *****,"Unit 8870 Box 1570, ************","2304 Michael Street, *********, ********",40-59
7457542,M59012,"15668416, 15669777, 15669869, 92388167, 15668688, 21409004, 15670259",26-08-2013,"Banana, Urad Dal, Moong Dal, Snacks, Root Vegetables, Other Pulses, Organic F&V",Female,Silver,8,403,PayPal,Delivered,9.18825E+15,****ris@example.com,-8856,Linda ********,"PSC 0577, ********, ************","8693 Harmon Viaduct Suite 281, *************, ********",40-59
7457636,M84827,"15670260, 15670157, 7735555, 15670252, 15670009, 15670259, 15670245, 7642487",25-08-2013,"Organic F&V, Organic F&V, Rasagulla & Gulab Jamun, Organic F&V, Almonds, Organic F&V, Organic F&V, Ice Creams & Desserts",Female,Gold,8,374,Cash,Shipped,3.23689E+15,*******ach@example.net,***-***-***-****x3620,Alexis ******,"41538 Phillip Fall, ***********, ********","288 Zachary Inlet, ********************, ********",80-99
7457772,M56255,"15668381, 15670157, 15668379, 15670260, 15670245, 15668468, 7613349",26-08-2013,"Other Vegetables, Organic F&V, Other Vegetables, Organic F&V, Organic F&V, Beans, Honey",Female,Silver,10,947,Cash,Shipped,1.57325E+15,********e46@example.com,***.***.2725,Jeff ********,"832 Tonya Forges, **********, ********","619 Ronald Stravenue Suite 386, ***********, ********",20-39
7457778,M57327,"15669880, 92387842, 92380489, 34986328, 15668469, 7580823, 15669838, 15669776, 15669781, 15668416, 15669773, 15668375, 15669790, 15669832",26-08-2013,"Millet flour, Other Sweets, Vermicelli, Kidney Beans, Beans, Sunflower Oils, Raw Rice, Other Pulses, Rice Flour, Banana, Urad Dal, Root Vegetables, Other Rice Products, Sugar",Female,Gold,5,467,Cash,Shipped,3.87911E+15,*****son@example.com,***.***.****x943,Lindsay *****,"0459 Michelle Mews, ***********, ********","3810 William Streets Suite 700, *********, ********",80-99
7457842,M38622,"21409002, 7587495, 15669870",26-08-2013,"Moong Dal, Organic Pulses & Pulses, Millet flour",Female,Bronze,5,1000,Cash,Shipped,2.69823E+15,*********nch@example.com,***-***-***-****x8122,Donald ******,"6258 Donald Loaf Apt. 626, **********, ********","7510 Anthony Bridge Suite 243, *****************, ********",40-59
7457869,M36876,"7638822, 15669790, 15668471, 15668379, 15668685, 15668375, 15669767, 15668465, 34987220, 15668468",26-08-2013,"Agarbatti, Other Rice Products, Beans, Other Vegetables, Beans, Root Vegetables, Urad Dal, Root Vegetables, Ice Creams & Desserts, Beans",Male,Silver,10,433,PayPal,Delivered,6.87025E+15,********son@example.org,+*-***-***-****x200,Joel ******,"49012 Andrea Prairie Apt. 746, **********, ********","784 Heidi Valleys Apt. 033, ***************, ********",100+
7457967,M43831,"15669863, 34986129, 15668449, 15669764, 15668468, 92377117, 7585573, 15669772",26-08-2013,"Moong Dal, Whole Spices, Exotic Vegetables, Besan, Beans, Health Supplements, Cakes, Other Pulses",Male,Silver,7,350,Cash,Pending,8.90475E+15,*lee@example.org,+*-***-***-****x6814,Justin ******,"58315 Cain Stravenue Suite 406, ************, ********","26289 Hoffman Bypass, **************, ********",100+
7458217,M56368,"15668460, 15669818, 21409004, 15668465, 15668469, 92377146, 15669778",27-08-2013,"Gourd & Cucumber, Whole Spices, Other Pulses, Root Vegetables, Beans, Pain Relievers, Other Pulses",Male,Silver,1,121,PayPal,Pending,7.78557E+15,******son@example.net,(***)***-****x546,Lisa ****,"63251 Tanner Tunnel, **************, ********","USNS Wells, ************",0-19
7458407,M54382,"15669780, 7678784, 15669880",26-08-2013,"Sugar, Packaged Drinking Water, Millet flour",Male,Gold,4,111,Cash,Pending,4.31116E+15,*****l83@example.org,***.***.****x*1224,Barbara ******,"0286 Ross Stravenue, ***********, ********","96007 Rodriguez Field Apt. 021, *************, ********",20-39
7458695,M31101,"15668477, 7572730, 7579697, 15668460, 15668468, 7588124, 15670245, 15669883",26-08-2013,"Exotic Vegetables, Other Juices, Cream Biscuits, Gourd & Cucumber, Beans, Jams & Sauces, Organic F&V, Rice Flour",Female,Silver,9,330,Credit Card,Delivered,5.58392E+15,*******thy@example.net,***-***-***-****x051,Joel *****,"52515 Castillo Fields Apt. 214, **********, ********","6314 Jessica Plain Suite 870, **********, ********",0-19
7458794,M62833,"15668457, 7704153, 15668381, 15668474",26-08-2013,"Brinjals, Mosquito Repellent, Other Vegetables, Beans",Female,Silver,10,347,PayPal,Delivered,4.31084E+15,*******eth@example.net,***-***-***-****x4254,Tami *********,"276 Timothy Lights Suite 452, **************, ********","PSC 6600, ********, ************",80-99
7458805,M42182,"34986135, 15668449",26-08-2013,"Whole Spices, Exotic Vegetables",Female,Gold,3,754,Credit Card,Delivered,8.58882E+15,*****och@example.com,***-***-***-1838,Julie *******,"040 Mccarthy Glen Apt. 756, *****************, ********","94904 Amanda Land, *********, ********",60-79
7459198,M33745,"15670245, 34987740, 15669819, 15669880, 15669869, 15669832, 29247172, 34987566, 15669760, 29247231, 15669857, 34986124, 34986128, 7593949, 7572254, 15669778, 7617882, 15669767, 7572858, 7574243, 7627858, 34988227, 15669821, 34986113, 15669812, 15669884",27-08-2013,"Organic F&V, Tissue Paper & Napkins, Other Pulses, Millet flour, Moong Dal, Sugar, Whole Spices, Whole Spices, Whole Spices, Whole Spices, Raw Peanuts, Other Dry Fruits, Whole Spices, Cream Biscuits, Cooking Sauce, Other Pulses, Ready Mix, Urad Dal, Other Pooja Needs, Regular Pasta, Sunflower Oils, Oats, Whole Spices, Whole Spices, Jaggery, Whole Spices",Female,Gold,0,927,Cash,Shipped,7.63983E+15,***ton@example.org,***.***.****x6080,Thomas *******,"65466 Brandon Meadow Suite 118, *************, ********","89609 Paul Land, ************, ********",20-39
